MCT_Name,mapping_name,Agentname,Source_Connection,Target_Connection,Parameterfilename,MD5_Keys,MD5_Columns
mct_NEO_SF_TO_SNWFLK_ACCOUNT,m_NEO_SF_TO_SNWFLK_ACCOUNT,TSTINF01,denodo_Neo_Salesforce,NEO_Snowflake,sf_paramfile.txt,ID,id||'~'||isdeleted||'~'||masterrecordid||'~'||name||'~'||type||'~'||recordtypeid||'~'||parentid||'~'||billingstreet||'~'||billingcity||'~'||billingstate||'~'||billingpostalcode||'~'||billingcountry||'~'||billinglatitude||'~'||billinglongitude||'~'||billingaddress||'~'||shippingstreet||'~'||shippingcity||'~'||shippingstate||'~'||shippingpostalcode||'~'||shippingcountry||'~'||shippinglatitude||'~'||shippinglongitude||'~'||shippingaddress||'~'||phone||'~'||fax||'~'||accountnumber||'~'||website||'~'||photourl||'~'||sic||'~'||industry||'~'||annualrevenue||'~'||numberofemployees||'~'||ownership||'~'||tickersymbol||'~'||description||'~'||rating||'~'||site||'~'||currencyisocode||'~'||ownerid||'~'||createddate||'~'||createdbyid||'~'||lastmodifieddate||'~'||lastmodifiedbyid||'~'||systemmodstamp||'~'||lastactivitydate||'~'||lastvieweddate||'~'||lastreferenceddate||'~'||jigsaw||'~'||jigsawcompanyid||'~'||accountsource||'~'||sicdesc||'~'||account_id__c||'~'||account_plan__c||'~'||account_status__c||'~'||account_subtype__c||'~'||audit_auditid__c||'~'||audit_inserttime__c||'~'||audit_sourcename__c||'~'||continent__c||'~'||credit_rating__c||'~'||current_relationship_status__c||'~'||customer_total_footprint_wallet_sf__c||'~'||customer_total_footprint_wallet_sm__c||'~'||customer_total_footprint_wallet_tsubo__c||'~'||dba_aka__c||'~'||desired_relationship_status__c||'~'||items_to_be_aware_of__c||'~'||legacyid__c||'~'||legacyparentid__c||'~'||legacysource__c||'~'||local_account_name__c||'~'||local_legal_entity__c||'~'||local_parent_account_name__c||'~'||local_street_address_1__c||'~'||local_street_address_2__c||'~'||local_tenant_name__c||'~'||sfssdupecatcher__override_dupecatcher__c||'~'||net_promoter_score__c||'~'||new_leases_planned_dev__c||'~'||new_leases_planned__c||'~'||parent_customer_code__c||'~'||planned_retention_sf__c||'~'||planned_retention_sm__c||'~'||planned_retention_tsubo__c||'~'||planned_retention__c||'~'||region__c||'~'||segment__c||'~'||strategy__c||'~'||subultimate_parent_2nd_level__c||'~'||subultimate_parent_3rd_level__c||'~'||subultimate_parent_4th_level__c||'~'||subultimate_parent_5th_level__c||'~'||subultimate_parent_id_2nd_level__c||'~'||subultimate_parent_id_3rd_level__c||'~'||subultimate_parent_id_4th_level__c||'~'||subultimate_parent_id_5th_level__c||'~'||tla_americas_sf__c||'~'||tla_americas_sm__c||'~'||tla_americas_tsubo__c||'~'||tla_asia_sf__c||'~'||tla_asia_sm__c||'~'||tla_asia_tsubo__c||'~'||tla_europe_sf__c||'~'||tla_europe_sm__c||'~'||tla_europe_tsubo__c||'~'||total_account_child_lease_area_sf__c||'~'||total_account_child_lease_area_sm__c||'~'||total_account_child_lease_area_tsubo__c||'~'||total_lease_area_sf__c||'~'||total_lease_area_sf_from_children__c||'~'||total_lease_area_sm__c||'~'||total_lease_area_sm_from_children__c||'~'||total_lease_area_tsubo__c||'~'||total_lease_area_tsubo_from_children__c||'~'||total_lease_revenue__c||'~'||total_lease_revenue_from_children__c||'~'||ttl_lease_area_americas_sf__c||'~'||ttl_lease_area_americas_sm__c||'~'||ttl_lease_area_americas_tsubo__c||'~'||ttl_lease_area_asia_sf__c||'~'||ttl_lease_area_asia_sm__c||'~'||ttl_lease_area_asia_tsubo__c||'~'||ttl_lease_area_europe_sf__c||'~'||ttl_lease_area_europe_sm__c||'~'||ttl_lease_area_europe_tsubo__c||'~'||ttl_lease_area_children_americas_sf__c||'~'||ttl_lease_area_children_americas_sm__c||'~'||ttl_lease_area_children_americas_tsubo__c||'~'||ttl_lease_area_children_asia_sf__c||'~'||ttl_lease_area_children_asia_sm__c||'~'||ttl_lease_area_children_asia_tsubo__c||'~'||ttl_lease_area_children_europe_sf__c||'~'||ttl_lease_area_children_europe_sm__c||'~'||ttl_lease_area_children_europe_tsubo__c||'~'||ultimate_parent_account_id__c||'~'||ultimate_parent_account__c||'~'||wallet_share_sf__c||'~'||wallet_share_sm__c||'~'||wallet_share_tsubo__c||'~'||yardi_customer_id__c||'~'||subultimate_parent_id_2nd_level_t__c||'~'||subultimate_parent_id_3rd_level_t__c||'~'||subultimate_parent_id_4th_level_t__c||'~'||subultimate_parent_id_5th_level_t__c||'~'||ultimate_parent_account_id_t__c||'~'||account_count__c||'~'||num_of_leases_america__c||'~'||num_of_leases_asia__c||'~'||num_of_leases_europe__c||'~'||num_of_markets__c||'~'||gcs_account_officer__c||'~'||country__c||'~'||skip_validation__c||'~'||geopointe__geocode__c||'~'||gcsaccountsame__c||'~'||subsector__c||'~'||founders__c||'~'||funding_amount__c||'~'||investment_stage__c||'~'||investors__c||'~'||sourced__c||'~'||sourced_details__c||'~'||customer_category__c||'~'||crunchbase_url__c||'~'||valuation__c||'~'||commercial_agreement__c||'~'||repeat_customer__c
