TF_NAME,MAPPING,MCT_NAME,BATCH_SCRIPT_NAME,PYTHON_SCRIPT_NAME,HIST_TABLE,STG_TABLE,HIST_COL_NAME,STG_COL_NAME,DELETED_COL_NAME,PK1,PK2,PK3,PK4,PK5,PK6,PK7,PK8,PK9,PK10,PK11,PK12,PK13,PK14,PK15,PK16,PK17,PK18,PK19,PK20,PK21,PK22,PK23,PK24
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PSTREEDEFN,Hist_Merge_PSFT_PSTREEDEFN.bat,Hist_Merge_PSFT_PSTREEDEFN.py,PSFT_PSTREEDEFN_HIST,PSFT_PSTREEDEFN_STG,"SETID ,SETCNTRLVALUE ,TREE_NAME ,EFFDT ,EFF_STATUS ,VERSION ,TREE_STRCT_ID ,DESCR ,ALL_VALUES ,USE_LEVELS ,VALID_TREE ,LEVEL_COUNT ,NODE_COUNT ,LEAF_COUNT ,TREE_HAS_RANGES ,DUPLICATE_LEAF ,TREE_CATEGORY ,TREE_ACC_METHOD ,TREE_ACC_SELECTOR ,TREE_ACC_SEL_OPT ,LASTUPDDTTM ,LASTUPDOPRID ,TREE_IMAGE ,BRANCH_IMAGE ,NODECOL_IMAGE ,NODEEXP_IMAGE ,LEAF_IMAGE ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.SETID ,STG.SETCNTRLVALUE ,STG.TREE_NAME ,STG.EFFDT ,STG.EFF_STATUS ,STG.VERSION ,STG.TREE_STRCT_ID ,STG.DESCR ,STG.ALL_VALUES ,STG.USE_LEVELS ,STG.VALID_TREE ,STG.LEVEL_COUNT ,STG.NODE_COUNT ,STG.LEAF_COUNT ,STG.TREE_HAS_RANGES ,STG.DUPLICATE_LEAF ,STG.TREE_CATEGORY ,STG.TREE_ACC_METHOD ,STG.TREE_ACC_SELECTOR ,STG.TREE_ACC_SEL_OPT ,STG.LASTUPDDTTM ,STG.LASTUPDOPRID ,STG.TREE_IMAGE ,STG.BRANCH_IMAGE ,STG.NODECOL_IMAGE ,STG.NODEEXP_IMAGE ,STG.LEAF_IMAGE ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.SETID ,DELETED.SETCNTRLVALUE ,DELETED.TREE_NAME ,DELETED.EFFDT ,DELETED.EFF_STATUS ,DELETED.VERSION ,DELETED.TREE_STRCT_ID ,DELETED.DESCR ,DELETED.ALL_VALUES ,DELETED.USE_LEVELS ,DELETED.VALID_TREE ,DELETED.LEVEL_COUNT ,DELETED.NODE_COUNT ,DELETED.LEAF_COUNT ,DELETED.TREE_HAS_RANGES ,DELETED.DUPLICATE_LEAF ,DELETED.TREE_CATEGORY ,DELETED.TREE_ACC_METHOD ,DELETED.TREE_ACC_SELECTOR ,DELETED.TREE_ACC_SEL_OPT ,DELETED.LASTUPDDTTM ,DELETED.LASTUPDOPRID ,DELETED.TREE_IMAGE ,DELETED.BRANCH_IMAGE ,DELETED.NODECOL_IMAGE ,DELETED.NODEEXP_IMAGE ,DELETED.LEAF_IMAGE ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",SETID,SETCNTRLVALUE,TREE_NAME,EFFDT,,,,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PSTREELEAF,Hist_Merge_PSFT_PSTREELEAF.bat,Hist_Merge_PSFT_PSTREELEAF.py,PSFT_PSTREELEAF_HIST,PSFT_PSTREELEAF_STG,"SETID ,SETCNTRLVALUE ,TREE_NAME ,EFFDT ,TREE_NODE_NUM ,RANGE_FROM ,RANGE_TO ,TREE_BRANCH ,DYNAMIC_RANGE ,OLD_TREE_NODE_NUM ,LEAF_IMAGE ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.SETID ,STG.SETCNTRLVALUE ,STG.TREE_NAME ,STG.EFFDT ,STG.TREE_NODE_NUM ,STG.RANGE_FROM ,STG.RANGE_TO ,STG.TREE_BRANCH ,STG.DYNAMIC_RANGE ,STG.OLD_TREE_NODE_NUM ,STG.LEAF_IMAGE ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.SETID ,DELETED.SETCNTRLVALUE ,DELETED.TREE_NAME ,DELETED.EFFDT ,DELETED.TREE_NODE_NUM ,DELETED.RANGE_FROM ,DELETED.RANGE_TO ,DELETED.TREE_BRANCH ,DELETED.DYNAMIC_RANGE ,DELETED.OLD_TREE_NODE_NUM ,DELETED.LEAF_IMAGE ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",SETID,SETCNTRLVALUE,TREE_NAME,EFFDT,TREE_NODE_NUM,RANGE_FROM,RANGE_TO,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PSTREENODE,Hist_Merge_PSFT_PSTREENODE.bat,Hist_Merge_PSFT_PSTREENODE.py,PSFT_PSTREENODE_HIST,PSFT_PSTREENODE_STG,"SETID ,SETCNTRLVALUE ,TREE_NAME ,EFFDT ,TREE_NODE_NUM ,TREE_NODE ,TREE_BRANCH ,TREE_NODE_NUM_END ,TREE_LEVEL_NUM ,TREE_NODE_TYPE ,PARENT_NODE_NUM ,PARENT_NODE_NAME ,OLD_TREE_NODE_NUM ,NODECOL_IMAGE ,NODEEXP_IMAGE ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.SETID ,STG.SETCNTRLVALUE ,STG.TREE_NAME ,STG.EFFDT ,STG.TREE_NODE_NUM ,STG.TREE_NODE ,STG.TREE_BRANCH ,STG.TREE_NODE_NUM_END ,STG.TREE_LEVEL_NUM ,STG.TREE_NODE_TYPE ,STG.PARENT_NODE_NUM ,STG.PARENT_NODE_NAME ,STG.OLD_TREE_NODE_NUM ,STG.NODECOL_IMAGE ,STG.NODEEXP_IMAGE ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.SETID ,DELETED.SETCNTRLVALUE ,DELETED.TREE_NAME ,DELETED.EFFDT ,DELETED.TREE_NODE_NUM ,DELETED.TREE_NODE ,DELETED.TREE_BRANCH ,DELETED.TREE_NODE_NUM_END ,DELETED.TREE_LEVEL_NUM ,DELETED.TREE_NODE_TYPE ,DELETED.PARENT_NODE_NUM ,DELETED.PARENT_NODE_NAME ,DELETED.OLD_TREE_NODE_NUM ,DELETED.NODECOL_IMAGE ,DELETED.NODEEXP_IMAGE ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",SETID,SETCNTRLVALUE,TREE_NAME,EFFDT,TREE_NODE_NUM,TREE_NODE,TREE_BRANCH,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PSTREESTRCT,Hist_Merge_PSFT_PSTREESTRCT.bat,Hist_Merge_PSFT_PSTREESTRCT.py,PSFT_PSTREESTRCT_HIST,PSFT_PSTREESTRCT_STG,"TREE_STRCT_ID ,VERSION ,DESCR ,DYNAMIC_RANGE ,LEVEL_RECNAME ,LEVEL_PNLGRPNAME ,LEVEL_PNLNAME ,SETCNTRL_IND ,SETCNTRL_COUNT ,NODE_RECNAME ,NODE_FIELDNAME ,SETCNTRLFLD ,NODE_PNLGRPNAME ,NODE_PNLNAME ,DTL_RECNAME ,DTL_FIELDNAME ,DTL_PNLGRPNAME ,DTL_PNLNAME ,NODE_MENUNAME ,DTL_MENUNAME ,TREE_STRCT_TYPE ,DTL_SETID ,SETCNTRLVALUE ,DTL_TREE_NAME ,DTL_TREE_LEVEL_NUM ,LEVEL_MENUNAME ,LEVEL_BARNAME ,NODE_BARNAME ,DTL_BARNAME ,LEVEL_ITEMNAME ,NODE_ITEMNAME ,DTL_ITEMNAME ,NODE_MULTINAVIGATE ,DTL_MULTINAVIGATE ,LASTUPDDTTM ,LASTUPDOPRID ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.TREE_STRCT_ID ,STG.VERSION ,STG.DESCR ,STG.DYNAMIC_RANGE ,STG.LEVEL_RECNAME ,STG.LEVEL_PNLGRPNAME ,STG.LEVEL_PNLNAME ,STG.SETCNTRL_IND ,STG.SETCNTRL_COUNT ,STG.NODE_RECNAME ,STG.NODE_FIELDNAME ,STG.SETCNTRLFLD ,STG.NODE_PNLGRPNAME ,STG.NODE_PNLNAME ,STG.DTL_RECNAME ,STG.DTL_FIELDNAME ,STG.DTL_PNLGRPNAME ,STG.DTL_PNLNAME ,STG.NODE_MENUNAME ,STG.DTL_MENUNAME ,STG.TREE_STRCT_TYPE ,STG.DTL_SETID ,STG.SETCNTRLVALUE ,STG.DTL_TREE_NAME ,STG.DTL_TREE_LEVEL_NUM ,STG.LEVEL_MENUNAME ,STG.LEVEL_BARNAME ,STG.NODE_BARNAME ,STG.DTL_BARNAME ,STG.LEVEL_ITEMNAME ,STG.NODE_ITEMNAME ,STG.DTL_ITEMNAME ,STG.NODE_MULTINAVIGATE ,STG.DTL_MULTINAVIGATE ,STG.LASTUPDDTTM ,STG.LASTUPDOPRID ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.TREE_STRCT_ID ,DELETED.VERSION ,DELETED.DESCR ,DELETED.DYNAMIC_RANGE ,DELETED.LEVEL_RECNAME ,DELETED.LEVEL_PNLGRPNAME ,DELETED.LEVEL_PNLNAME ,DELETED.SETCNTRL_IND ,DELETED.SETCNTRL_COUNT ,DELETED.NODE_RECNAME ,DELETED.NODE_FIELDNAME ,DELETED.SETCNTRLFLD ,DELETED.NODE_PNLGRPNAME ,DELETED.NODE_PNLNAME ,DELETED.DTL_RECNAME ,DELETED.DTL_FIELDNAME ,DELETED.DTL_PNLGRPNAME ,DELETED.DTL_PNLNAME ,DELETED.NODE_MENUNAME ,DELETED.DTL_MENUNAME ,DELETED.TREE_STRCT_TYPE ,DELETED.DTL_SETID ,DELETED.SETCNTRLVALUE ,DELETED.DTL_TREE_NAME ,DELETED.DTL_TREE_LEVEL_NUM ,DELETED.LEVEL_MENUNAME ,DELETED.LEVEL_BARNAME ,DELETED.NODE_BARNAME ,DELETED.DTL_BARNAME ,DELETED.LEVEL_ITEMNAME ,DELETED.NODE_ITEMNAME ,DELETED.DTL_ITEMNAME ,DELETED.NODE_MULTINAVIGATE ,DELETED.DTL_MULTINAVIGATE ,DELETED.LASTUPDDTTM ,DELETED.LASTUPDOPRID ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",TREE_STRCT_ID,,,,,,,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PS_BUS_UNIT_TBL_FS,Hist_Merge_PSFT_PS_BUS_UNIT_TBL_FS.bat,Hist_Merge_PSFT_PS_BUS_UNIT_TBL_FS.py,PSFT_PS_BUS_UNIT_TBL_FS_HIST,PSFT_PS_BUS_UNIT_TBL_FS_STG,"BUSINESS_UNIT ,DESCR ,DESCRSHORT ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.BUSINESS_UNIT ,STG.DESCR ,STG.DESCRSHORT ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.BUSINESS_UNIT ,DELETED.DESCR ,DELETED.DESCRSHORT ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",BUSINESS_UNIT,,,,,,,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PS_BUS_UNIT_TBL_GL,Hist_Merge_PSFT_PS_BUS_UNIT_TBL_GL.bat,Hist_Merge_PSFT_PS_BUS_UNIT_TBL_GL.py,PSFT_PS_BUS_UNIT_TBL_GL_HIST,PSFT_PS_BUS_UNIT_TBL_GL_STG,"BUSINESS_UNIT ,AS_OF_DATE ,BASE_CURRENCY ,ELIMS_ONLY ,JRNL_BALANCE_OPTN ,JRNL_EDIT_ERR_OPTN ,JRNL_AMT_ERR_OPTN ,JRNL_DT_ERR_OPTN ,JRNL_DT_ERR_OPTN2 ,ADJ_YEAR_OPTN ,CONTROL_TOTAL_OPTN ,CURRENCY_BAL_OPTN ,EXCHANGE_RATE_OPTN ,BASE_CUR_ADJ_OPTN ,JRNL_FOREIGN_OPTN ,ENABLE_UNPOST_DT ,JRNL_APPRVL_OPTN ,BD_JRNL_APPR_OPTN ,BUSPROCNAME ,APPR_RULE_SET ,BUSPROCNAME_BD ,APPR_RULE_SET_BD ,TR_RVL_RATE_INDEX ,TR_RVL_RT_TYPE ,INT_ENTITYCD ,EXT_ENTITYCD ,PYMNT_METHOD ,DOC_SEQ ,DOC_TYPE ,VAT_NRCVR_PRO_FLG ,VAT_NRCVR_ALL_FLG ,HOLIDAY_LIST_ID ,POST_DATE_OPTN ,PROCESS_DATE ,IU_INTER_TMPLT_CD ,IU_INTRA_TMPLT_CD ,IU_LEGAL_ENT_BU ,BUSINESS_UNIT_AP ,VENDOR_SETID ,VENDOR_ID ,LOCATION ,BUSINESS_UNIT_BI ,CUST_ID ,OPERATING_UNIT ,PRODUCT ,FUND_CODE ,CLASS_FLD ,PROGRAM_CODE ,BUDGET_REF ,AFFILIATE ,AFFILIATE_INTRA1 ,AFFILIATE_INTRA2 ,CHARTFIELD1 ,CHARTFIELD2 ,CHARTFIELD3 ,PROJECT_ID ,DEPTID ,CUST_VNDR_AFFILIAT ,LED_GRP_DEFAULT ,PHYSICAL_NATURE ,SYNCID ,SYNCDTTM ,KK_AF_APPR_OPT_BU ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.BUSINESS_UNIT ,STG.AS_OF_DATE ,STG.BASE_CURRENCY ,STG.ELIMS_ONLY ,STG.JRNL_BALANCE_OPTN ,STG.JRNL_EDIT_ERR_OPTN ,STG.JRNL_AMT_ERR_OPTN ,STG.JRNL_DT_ERR_OPTN ,STG.JRNL_DT_ERR_OPTN2 ,STG.ADJ_YEAR_OPTN ,STG.CONTROL_TOTAL_OPTN ,STG.CURRENCY_BAL_OPTN ,STG.EXCHANGE_RATE_OPTN ,STG.BASE_CUR_ADJ_OPTN ,STG.JRNL_FOREIGN_OPTN ,STG.ENABLE_UNPOST_DT ,STG.JRNL_APPRVL_OPTN ,STG.BD_JRNL_APPR_OPTN ,STG.BUSPROCNAME ,STG.APPR_RULE_SET ,STG.BUSPROCNAME_BD ,STG.APPR_RULE_SET_BD ,STG.TR_RVL_RATE_INDEX ,STG.TR_RVL_RT_TYPE ,STG.INT_ENTITYCD ,STG.EXT_ENTITYCD ,STG.PYMNT_METHOD ,STG.DOC_SEQ ,STG.DOC_TYPE ,STG.VAT_NRCVR_PRO_FLG ,STG.VAT_NRCVR_ALL_FLG ,STG.HOLIDAY_LIST_ID ,STG.POST_DATE_OPTN ,STG.PROCESS_DATE ,STG.IU_INTER_TMPLT_CD ,STG.IU_INTRA_TMPLT_CD ,STG.IU_LEGAL_ENT_BU ,STG.BUSINESS_UNIT_AP ,STG.VENDOR_SETID ,STG.VENDOR_ID ,STG.LOCATION ,STG.BUSINESS_UNIT_BI ,STG.CUST_ID ,STG.OPERATING_UNIT ,STG.PRODUCT ,STG.FUND_CODE ,STG.CLASS_FLD ,STG.PROGRAM_CODE ,STG.BUDGET_REF ,STG.AFFILIATE ,STG.AFFILIATE_INTRA1 ,STG.AFFILIATE_INTRA2 ,STG.CHARTFIELD1 ,STG.CHARTFIELD2 ,STG.CHARTFIELD3 ,STG.PROJECT_ID ,STG.DEPTID ,STG.CUST_VNDR_AFFILIAT ,STG.LED_GRP_DEFAULT ,STG.PHYSICAL_NATURE ,STG.SYNCID ,STG.SYNCDTTM ,STG.KK_AF_APPR_OPT_BU ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.BUSINESS_UNIT ,DELETED.AS_OF_DATE ,DELETED.BASE_CURRENCY ,DELETED.ELIMS_ONLY ,DELETED.JRNL_BALANCE_OPTN ,DELETED.JRNL_EDIT_ERR_OPTN ,DELETED.JRNL_AMT_ERR_OPTN ,DELETED.JRNL_DT_ERR_OPTN ,DELETED.JRNL_DT_ERR_OPTN2 ,DELETED.ADJ_YEAR_OPTN ,DELETED.CONTROL_TOTAL_OPTN ,DELETED.CURRENCY_BAL_OPTN ,DELETED.EXCHANGE_RATE_OPTN ,DELETED.BASE_CUR_ADJ_OPTN ,DELETED.JRNL_FOREIGN_OPTN ,DELETED.ENABLE_UNPOST_DT ,DELETED.JRNL_APPRVL_OPTN ,DELETED.BD_JRNL_APPR_OPTN ,DELETED.BUSPROCNAME ,DELETED.APPR_RULE_SET ,DELETED.BUSPROCNAME_BD ,DELETED.APPR_RULE_SET_BD ,DELETED.TR_RVL_RATE_INDEX ,DELETED.TR_RVL_RT_TYPE ,DELETED.INT_ENTITYCD ,DELETED.EXT_ENTITYCD ,DELETED.PYMNT_METHOD ,DELETED.DOC_SEQ ,DELETED.DOC_TYPE ,DELETED.VAT_NRCVR_PRO_FLG ,DELETED.VAT_NRCVR_ALL_FLG ,DELETED.HOLIDAY_LIST_ID ,DELETED.POST_DATE_OPTN ,DELETED.PROCESS_DATE ,DELETED.IU_INTER_TMPLT_CD ,DELETED.IU_INTRA_TMPLT_CD ,DELETED.IU_LEGAL_ENT_BU ,DELETED.BUSINESS_UNIT_AP ,DELETED.VENDOR_SETID ,DELETED.VENDOR_ID ,DELETED.LOCATION ,DELETED.BUSINESS_UNIT_BI ,DELETED.CUST_ID ,DELETED.OPERATING_UNIT ,DELETED.PRODUCT ,DELETED.FUND_CODE ,DELETED.CLASS_FLD ,DELETED.PROGRAM_CODE ,DELETED.BUDGET_REF ,DELETED.AFFILIATE ,DELETED.AFFILIATE_INTRA1 ,DELETED.AFFILIATE_INTRA2 ,DELETED.CHARTFIELD1 ,DELETED.CHARTFIELD2 ,DELETED.CHARTFIELD3 ,DELETED.PROJECT_ID ,DELETED.DEPTID ,DELETED.CUST_VNDR_AFFILIAT ,DELETED.LED_GRP_DEFAULT ,DELETED.PHYSICAL_NATURE ,DELETED.SYNCID ,DELETED.SYNCDTTM ,DELETED.KK_AF_APPR_OPT_BU ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",BUSINESS_UNIT,,,,,,,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PS_CUR_RT_TBL,Hist_Merge_PSFT_PS_CUR_RT_TBL.bat,Hist_Merge_PSFT_PS_CUR_RT_TBL.py,PSFT_PS_CUR_RT_TBL_HIST,PSFT_PS_CUR_RT_TBL_STG,"FROM_CUR ,TO_CUR ,CUR_RT_TYPE ,EFFDT ,EFF_STATUS ,CUR_EXCHNG_RT ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.FROM_CUR ,STG.TO_CUR ,STG.CUR_RT_TYPE ,STG.EFFDT ,STG.EFF_STATUS ,STG.CUR_EXCHNG_RT ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.FROM_CUR ,DELETED.TO_CUR ,DELETED.CUR_RT_TYPE ,DELETED.EFFDT ,DELETED.EFF_STATUS ,DELETED.CUR_EXCHNG_RT ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",FROM_CUR,TO_CUR,CUR_RT_TYPE,EFFDT,,,,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PS_FUND_TBL,Hist_Merge_PSFT_PS_FUND_TBL.bat,Hist_Merge_PSFT_PS_FUND_TBL.py,PSFT_PS_FUND_TBL_HIST,PSFT_PS_FUND_TBL_STG,"SETID ,FUND_CODE ,EFFDT ,EFF_STATUS ,DESCR ,DESCRSHORT ,BUDGETARY_ONLY ,RTBL_DATA ,SYNCID ,SYNCDTTM ,DESCRLONG ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.SETID ,STG.FUND_CODE ,STG.EFFDT ,STG.EFF_STATUS ,STG.DESCR ,STG.DESCRSHORT ,STG.BUDGETARY_ONLY ,STG.RTBL_DATA ,STG.SYNCID ,STG.SYNCDTTM ,STG.DESCRLONG ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.SETID ,DELETED.FUND_CODE ,DELETED.EFFDT ,DELETED.EFF_STATUS ,DELETED.DESCR ,DELETED.DESCRSHORT ,DELETED.BUDGETARY_ONLY ,DELETED.RTBL_DATA ,DELETED.SYNCID ,DELETED.SYNCDTTM ,DELETED.DESCRLONG ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",SETID,FUND_CODE,EFFDT,EFF_STATUS,,,,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PS_LED_GRP_LED_TBL,Hist_Merge_PSFT_PS_LED_GRP_LED_TBL.bat,Hist_Merge_PSFT_PS_LED_GRP_LED_TBL.py,PSFT_PS_LED_GRP_LED_TBL_HIST,PSFT_PS_LED_GRP_LED_TBL_STG,"SETID ,LEDGER_GROUP ,LEDGER ,PRIMARY_LEDGER ,INHERIT_BASE_CUR ,BASE_CURRENCY ,RT_TYPE ,CUR_RT_TYPE_DFLT ,TRANSL_LEDGER ,OPEN_ITEM_LEDGER ,VAT_LEDGER ,COMMITMENT_CNTL ,LEDGER_TYPE_KK ,AFFECT_SPEND_OPTN ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.SETID ,STG.LEDGER_GROUP ,STG.LEDGER ,STG.PRIMARY_LEDGER ,STG.INHERIT_BASE_CUR ,STG.BASE_CURRENCY ,STG.RT_TYPE ,STG.CUR_RT_TYPE_DFLT ,STG.TRANSL_LEDGER ,STG.OPEN_ITEM_LEDGER ,STG.VAT_LEDGER ,STG.COMMITMENT_CNTL ,STG.LEDGER_TYPE_KK ,STG.AFFECT_SPEND_OPTN ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.SETID ,DELETED.LEDGER_GROUP ,DELETED.LEDGER ,DELETED.PRIMARY_LEDGER ,DELETED.INHERIT_BASE_CUR ,DELETED.BASE_CURRENCY ,DELETED.RT_TYPE ,DELETED.CUR_RT_TYPE_DFLT ,DELETED.TRANSL_LEDGER ,DELETED.OPEN_ITEM_LEDGER ,DELETED.VAT_LEDGER ,DELETED.COMMITMENT_CNTL ,DELETED.LEDGER_TYPE_KK ,DELETED.AFFECT_SPEND_OPTN ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",SETID,LEDGER_GROUP,LEDGER,,,,,,,,,,,,,,,,,,,,,
tf_NEO_PSFT_SNWFLKSTG_SNWFLKHIST,m_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_DUMMY,mct_NEO_PSFT_SNWFLKSTG_SNWFLKHIST_PSFT_PS_PC_INT_TMPL_GL,Hist_Merge_PSFT_PS_PC_INT_TMPL_GL.bat,Hist_Merge_PSFT_PS_PC_INT_TMPL_GL.py,PSFT_PS_PC_INT_TMPL_GL_HIST,PSFT_PS_PC_INT_TMPL_GL_STG,"SETID ,INTEGRATION_TMPL ,BUSINESS_UNIT_GL ,DESCR ,PRIMARY_GL_BU ,CURRENCY_CD ,PERCENTAGE_SHARE ,DESCLONG ,SOURCE_SYSTEM_WID ,INSERT_DATE ,MD5_HASH ,MD5_HASH_PK","STG.SETID ,STG.INTEGRATION_TMPL ,STG.BUSINESS_UNIT_GL ,STG.DESCR ,STG.PRIMARY_GL_BU ,STG.CURRENCY_CD ,STG.PERCENTAGE_SHARE ,STG.DESCLONG ,STG.SOURCE_SYSTEM_WID ,STG.ETL_INSERT_DATE ,STG.MD5_HASH ,STG.MD5_HASH_PK","DELETED.SETID ,DELETED.INTEGRATION_TMPL ,DELETED.BUSINESS_UNIT_GL ,DELETED.DESCR ,DELETED.PRIMARY_GL_BU ,DELETED.CURRENCY_CD ,DELETED.PERCENTAGE_SHARE ,DELETED.DESCLONG ,DELETED.SOURCE_SYSTEM_WID ,DELETED.INSERT_DATE ,DELETED.MD5_HASH ,DELETED.MD5_HASH_PK",SETID,INTEGRATION_TMPL,BUSINESS_UNIT_GL,,,,,,,,,,,,,,,,,,,,,
